device_id,device_name,time,Discharge Fan Status_status,Discharge Fan Status_value,Discharge Air Temp_status,Discharge Air Temp_value,Discharge Damper Percent Cmd_status,Discharge Damper Percent Cmd_value,Discharge Fan Cmd_status,Discharge Fan Cmd_value,Discharge Air Flow_status,Discharge Air Flow_value,Discharge Air Flow Setpt_status,Discharge Air Flow Setpt_value,Discharge Damper Percent_status,Discharge Damper Percent_value,Eff Occupancy_status,Eff Occupancy_value,Zone CO2_status,Zone CO2_value,Zone CO2 Setpt_status,Zone CO2 Setpt_value,Zone Temp Setpt_status,Zone Temp Setpt_value,Occ Cooling Temp Setpt_status,Occ Cooling Temp Setpt_value,Occ Heating Temp Setpt_status,Occ Heating Temp Setpt_value,Zone Temp_status,Zone Temp_value
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:23:07,,,,,,,,,ok,1123.697509765625,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:23:38,,,,,,,,,ok,1114.413818359375,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:24:07,,,,,,,,,,,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:24:37,,,,,,,,,,,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:25:07,,,,,,,,,ok,1120.2891845703125,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:25:38,,,,,,,,,,,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:26:07,,,,,,,,,,,,,,,,,ok,426.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:26:38,,,,,,,,,ok,1114.464111328125,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:27:07,,,,,,,,,ok,1125.8052978515625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:27:38,,,,,,,,,ok,1139.90478515625,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:29:08,,,ok,64.86800041198724,,,,,,,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:29:38,,,ok,66.72200164794916,,,,,ok,1127.263916015625,,,,,,,ok,428.0,,,,,,,,,ok,69.61999931335443
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:30:08,,,ok,68.93600082397454,,,,,,,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:30:38,,,ok,70.68199958801263,,,,,,,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:31:08,,,ok,71.70799903869623,,,,,ok,1138.8316650390625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:31:38,,,ok,73.14800109863275,,,,,ok,1127.5009765625,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:32:08,,,ok,74.22799835205072,,,,,,,,,,,,,,,,,,,,,,,,
